movie_title,title_year,genres,gross
Cats & Dogs: The Revenge of Kitty Galore,2010,Action|Comedy|Family|Fantasy,43575716
Jumper,2008,Action|Adventure|Sci-Fi|Thriller,80170146
Hellboy II: The Golden Army,2008,Action|Adventure|Fantasy|Horror|Sci-Fi,75754670
Zodiac,2007,Crime|Drama|History|Mystery|Thriller,33048353
The 6th Day,2000,Action|Mystery|Sci-Fi|Thriller,34543701
Bruce Almighty,2003,Comedy|Drama,242589580
The Expendables,2010,Action|Adventure|Thriller,102981571
Mission: Impossible,1996,Action|Adventure|Thriller,180965237
The Hunger Games,2012,Adventure|Drama|Sci-Fi|Thriller,407999255
The Hangover Part II,2011,Comedy,254455986
Batman Returns,1992,Action,162831698
Over the Hedge,2006,Adventure|Animation|Comedy|Family,155019340
Lilo & Stitch,2002,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,145771527
Deep Impact,1998,Action|Drama|Romance|Sci-Fi|Thriller,140459099
RED 2,2013,Action|Comedy|Crime|Thriller,53215979
The Longest Yard,2005,Comedy|Crime|Sport,158115031
Alvin and the Chipmunks: Chipwrecked,2011,Adventure|Animation|Comedy|Family|Fantasy|Music,133103929
Grown Ups 2,2013,Comedy,133668525
Get Smart,2008,Action|Adventure|Comedy,130313314
Something's Gotta Give,2003,Comedy|Drama|Romance,124590960
Shutter Island,2010,Mystery|Thriller,127968405
Four Christmases,2008,Comedy|Drama|Romance,120136047
Robots,2005,Adventure|Animation|Comedy|Family|Sci-Fi,128200012
Face/Off,1997,Action|Crime|Sci-Fi|Thriller,112225777
Bedtime Stories,2008,Comedy|Family|Fantasy|Romance,109993847
Road to Perdition,2002,Crime|Drama|Thriller,104054514
Just Go with It,2011,Comedy|Romance,103028109
Con Air,1997,Action|Crime|Thriller,101087161
Eagle Eye,2008,Action|Mystery|Thriller,101111837
Cold Mountain,2003,Adventure|Drama|History|Romance|War,95632614
The Book of Eli,2010,Action|Adventure|Drama|Thriller,94822707
Flubber,1997,Comedy|Family|Sci-Fi,92969824
The Haunting,1999,Fantasy|Horror|Mystery|Thriller,91188905
Space Jam,1996,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,90443603
The Pink Panther,2006,Adventure|Comedy|Crime|Family|Mystery,82226474
The Day the Earth Stood Still,2008,Drama|Sci-Fi|Thriller,79363785
Conspiracy Theory,1997,Action|Crime|Mystery|Romance|Thriller,76081498
Fury,2014,Action|Drama|War,85707116
Six Days Seven Nights,1998,Action|Adventure|Comedy|Romance,74329966
Yogi Bear,2010,Adventure|Animation|Comedy|Family,100169068
Spirit: Stallion of the Cimarron,2002,Adventure|Animation|Family|Western,73215310
Zookeeper,2011,Comedy|Family|Romance,80360866
Lost in Space,1998,Action|Adventure|Family|Sci-Fi|Thriller,69102910
The Manchurian Candidate,2004,Drama|Mystery|Sci-Fi|Thriller,65948711
Hotel Transylvania 2,2015,Animation|Comedy|Family|Fantasy,169692572
Fantasia 2000,1999,Animation|Family|Fantasy|Music,60507228
The Time Machine,2002,Action|Adventure|Sci-Fi,56684819
Mighty Joe Young,1998,Action|Adventure|Family|Fantasy|Thriller,50628009
Swordfish,2001,Action|Crime|Thriller,69772969
The Legend of Zorro,2005,Action|Adventure|Western,45356386
What Dreams May Come,1998,Drama|Fantasy|Romance,55350897
Little Nicky,2000,Comedy|Fantasy,39442871
The Brothers Grimm,2005,Action|Adventure|Comedy|Fantasy|Thriller,37899638
Mars Attacks!,1996,Action|Comedy|Sci-Fi,37754208
Surrogates,2009,Action|Sci-Fi|Thriller,38542418
Thirteen Days,2000,Drama|History|Thriller,34566746
Daylight,1996,Action|Adventure|Drama|Thriller,32885565
Walking with Dinosaurs 3D,2013,Adventure|Animation|Family,36073232
Battlefield Earth,2000,Action|Adventure|Sci-Fi,21471685
Looney Tunes: Back in Action,2003,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,20950820
Nine,2009,Drama|Musical|Romance,19673424
Timeline,2003,Action|Adventure|Sci-Fi,19480739
The Postman,1997,Action|Adventure|Drama|Sci-Fi,17593391
Babe: Pig in the City,1998,Adventure|Comedy|Drama|Family|Fantasy,18318000
The Last Witch Hunter,2015,Action|Adventure|Fantasy,27356090
Red Planet,2000,Action|Sci-Fi|Thriller,17473245
Arthur and the Invisibles,2006,Adventure|Animation|Family|Fantasy,15131330
Oceans,2009,Documentary|Drama,19406406
A Sound of Thunder,2005,Action|Adventure|Horror|Sci-Fi|Thriller,1891821
Pompeii,2014,Action|Adventure|Drama|History|Romance,23219748
A Beautiful Mind,2001,Biography|Drama,170708996
The Lion King,1994,Adventure|Animation|Drama|Family|Musical,422783777
Journey 2: The Mysterious Island,2012,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,103812241
Cloudy with a Chance of Meatballs 2,2013,Animation|Comedy|Family|Fantasy|Sci-Fi,119793567
Red Dragon,2002,Crime|Drama|Thriller,92930005
Hidalgo,2004,Action|Adventure|Western,67286731
Jack and Jill,2011,Comedy,74158157
2 Fast 2 Furious,2003,Action|Crime|Thriller,127083765
The Little Prince,2015,Adventure|Animation|Drama|Family|Fantasy,1339152
The Invasion,2007,Sci-Fi|Thriller,15071514
The Adventures of Rocky & Bullwinkle,2000,Adventure|Animation|Comedy|Family|Fantasy,26000610
The Secret Life of Pets,2016,Animation|Comedy|Family,323505540
The League of Extraordinary Gentlemen,2003,Action|Adventure|Fantasy|Sci-Fi,66462600
Despicable Me 2,2013,Animation|Comedy|Family|Sci-Fi,368049635
Independence Day,1996,Action|Adventure|Sci-Fi,306124059
The Lost World: Jurassic Park,1997,Action|Adventure|Sci-Fi,229074524
Madagascar,2005,Adventure|Animation|Comedy|Family,193136719
Children of Men,2006,Drama|Sci-Fi|Thriller,35286428
X-Men,2000,Action|Adventure|Sci-Fi,157299717
Wanted,2008,Action|Crime|Fantasy|Thriller,134568845
The Rock,1996,Action|Adventure|Thriller,134006721
Ice Age: The Meltdown,2006,Action|Adventure|Animation|Comedy|Family|Fantasy,195329763
50 First Dates,2004,Comedy|Romance,120776832
Hairspray,2007,Comedy|Drama|Family|Music|Musical|Romance,118823091
Exorcist: The Beginning,2004,Horror|Mystery|Thriller,41814863
Inspector Gadget,1999,Action|Adventure|Comedy|Family|Sci-Fi,97360069
Now You See Me,2013,Crime|Mystery|Thriller,117698894
Grown Ups,2010,Comedy,162001186
The Terminal,2004,Comedy|Drama,77032279
Hotel for Dogs,2009,Comedy|Family,73023275
Vertical Limit,2000,Action|Adventure|Drama|Thriller,68473360
Charlie Wilson's War,2007,Biography|Comedy|Drama|History,66636385
Shark Tale,2004,Adventure|Animation|Comedy|Family,160762022
Dreamgirls,2006,Drama|Music|Musical,103338338
Be Cool,2005,Comedy|Crime|Music,55808744
Munich,2005,Drama|History|Thriller,47379090
Tears of the Sun,2003,Action|Drama|Thriller|War,43426961
Killers,2010,Action|Comedy|Romance|Thriller,47000485
The Man from U.N.C.L.E.,2015,Action|Adventure|Comedy,45434443
Spanglish,2004,Comedy|Drama|Romance,42044321
Monster House,2006,Animation|Comedy|Family|Fantasy|Mystery,73661010
Bandits,2001,Comedy|Crime|Drama|Romance,41523271
First Knight,1995,Action|Adventure|Romance|Thriller,37600435
Anna and the King,1999,Drama|History|Romance,39251128
Immortals,2011,Action|Drama|Fantasy|Romance,83503161
Hostage,2005,Action|Crime|Drama|Mystery|Thriller,34636443
Titan A.E.,2000,Action|Adventure|Animation|Family|Sci-Fi,22751979
Hollywood Homicide,2003,Action|Comedy|Crime|Thriller,30013346
Soldier,1998,Action|Drama|Sci-Fi,14567883
Monkeybone,2001,Animation|Comedy|Fantasy,5409517
Flight of the Phoenix,2004,Action|Adventure|Drama|Thriller,21009180
Unbreakable,2000,Drama|Mystery|Sci-Fi|Thriller,94999143
Minions,2015,Action|Animation|Comedy|Family|Sci-Fi,336029560
Sucker Punch,2011,Action|Fantasy,36381716
Snake Eyes,1998,Crime|Mystery|Thriller,55585389
Sphere,1998,Drama|Mystery|Sci-Fi|Thriller,36976367
The Angry Birds Movie,2016,Action|Animation|Comedy|Family,107225164
Fool's Gold,2008,Action|Adventure|Comedy|Romance|Thriller,70224196
Funny People,2009,Comedy|Drama,51814190
The Kingdom,2007,Action|Drama|Thriller,47456450
Talladega Nights: The Ballad of Ricky Bobby,2006,Action|Comedy|Sport,148213377
Dr. Dolittle 2,2001,Comedy|Family|Fantasy,112950721
Braveheart,1995,Biography|Drama|History|War,75600000
Jarhead,2005,Action|Drama|War,62647540
The Simpsons Movie,2007,Adventure|Animation|Comedy,183132370
The Majestic,2001,Drama|Romance,27796042
Driven,2001,Action|Drama|Sport,32616869
Two Brothers,2004,Adventure|Drama|Family,18947630
The Village,2004,Drama|Mystery|Romance|Thriller,114195633
Doctor Dolittle,1998,Comedy|Family|Fantasy,144156464
Signs,2002,Drama|Sci-Fi|Thriller,227965690
Shrek 2,2004,Adventure|Animation|Comedy|Family|Fantasy|Romance,436471036
Cars,2006,Adventure|Animation|Comedy|Family|Sport,244052771
Runaway Bride,1999,Comedy|Romance,152149590
xXx,2002,Action|Adventure|Thriller,141204016
The SpongeBob Movie: Sponge Out of Water,2015,Adventure|Animation|Comedy|Family|Fantasy,162495848
Ransom,1996,Crime|Thriller,136448821
Inglourious Basterds,2009,Adventure|Drama|War,120523073
Hook,1991,Adventure|Comedy|Family|Fantasy,119654900
Hercules,2014,Action|Adventure,72660029
Die Hard 2,1990,Action|Thriller,117541000
S.W.A.T.,2003,Action|Adventure|Crime|Thriller,116643346
Vanilla Sky,2001,Fantasy|Mystery|Romance|Sci-Fi|Thriller,100614858
Lady in the Water,2006,Drama|Fantasy|Mystery|Thriller,42272747
AVP: Alien vs. Predator,2004,Action|Horror|Sci-Fi|Thriller,80281096
Alvin and the Chipmunks: The Squeakquel,2009,Animation|Comedy|Family|Fantasy|Music,219613391
We Were Soldiers,2002,Action|Drama|History|War,78120196
Olympus Has Fallen,2013,Action|Thriller,98895417
Star Trek: Insurrection,1998,Action|Adventure|Sci-Fi|Thriller,70117571
Battle Los Angeles,2011,Action|Sci-Fi,83552429
Big Fish,2003,Adventure|Drama|Fantasy,66257002
Wolf,1994,Drama|Horror|Romance|Thriller,65012000
War Horse,2011,Drama|War,79883359
The Monuments Men,2014,Drama|War,78031620
The Abyss,1989,Adventure|Drama|Sci-Fi|Thriller,54222000
Wall Street: Money Never Sleeps,2010,Drama,52474616
Dracula Untold,2014,Action|Drama|Fantasy|Horror|War,55942830
The Siege,1998,Action|Thriller,40932372
Stardust,2007,Adventure|Family|Fantasy|Romance,38345403
Seven Years in Tibet,1997,Adventure|Biography|Drama|History|War,37901509
The Dilemma,2011,Comedy|Drama,48430355
Bad Company,2002,Action|Adventure|Comedy|Thriller,30157016
Doom,2005,Action|Adventure|Horror|Sci-Fi,28031250
I Spy,2002,Action|Adventure|Comedy|Thriller,33105600
Underworld: Awakening,2012,Action|Fantasy|Horror,62321039
Rock of Ages,2012,Comedy|Drama|Musical|Romance,38509342
Hart's War,2002,Drama|War,19076815
Killer Elite,2011,Action|Crime|Thriller,25093607
Rollerball,2002,Action|Sci-Fi|Sport,18990542
Ballistic: Ecks vs. Sever,2002,Action|Crime|Sci-Fi|Thriller,14294842
Hard Rain,1998,Action|Crime|Drama|Thriller,19819494
Osmosis Jones,2001,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,13596911
Blackhat,2015,Action|Crime|Drama|Mystery|Thriller,7097125
Sky Captain and the World of Tomorrow,2004,Action|Adventure|Mystery|Sci-Fi|Thriller,37760080
Basic Instinct 2,2006,Crime|Mystery|Thriller,5851188
Escape Plan,2013,Action|Crime|Mystery|Sci-Fi|Thriller,25121291
The Legend of Hercules,2014,Action|Adventure|Fantasy,18821279
The Sum of All Fears,2002,Action|Drama|Thriller,118471320
The Twilight Saga: Eclipse,2010,Adventure|Drama|Fantasy|Romance,300523113
The Score,2001,Crime|Drama|Thriller,71069884
Despicable Me,2010,Animation|Comedy|Family,251501645
Money Train,1995,Action|Comedy|Crime|Drama|Thriller,35324232
Ted 2,2015,Comedy,81257500
Agora,2009,Adventure|Drama|History|Romance,617840
Mystery Men,1999,Action|Comedy|Fantasy|Sci-Fi,29655590
Hall Pass,2011,Comedy|Romance,45045037
The Insider,1999,Biography|Drama|Thriller,28965197
Body of Lies,2008,Action|Drama|Thriller,39380442
Abraham Lincoln: Vampire Hunter,2012,Action|Fantasy|Horror,37516013
Entrapment,1999,Action|Crime|Romance|Thriller,87704396
The X Files,1998,Drama|Mystery|Sci-Fi|Thriller,83892374
The Last Legion,2007,Action|Adventure|Fantasy|War,5932060
Saving Private Ryan,1998,Action|Drama|War,216119491
Need for Speed,2014,Action|Crime|Drama|Thriller,43568507
What Women Want,2000,Comedy|Fantasy|Romance,182805123
Ice Age,2002,Adventure|Animation|Comedy|Family,176387405
Dreamcatcher,2003,Drama|Horror|Sci-Fi|Thriller,33685268
Lincoln,2012,Biography|Drama|History|War,182204440
The Matrix,1999,Action|Sci-Fi,171383253
Apollo 13,1995,Adventure|Drama|History,172071312
Total Recall,1990,Action|Sci-Fi,119412921
The Santa Clause 2,2002,Comedy|Family|Fantasy,139225854
Les Misérables,2012,Drama|Musical|Romance,148775460
You've Got Mail,1998,Comedy|Drama|Romance,115731542
Step Brothers,2008,Comedy,100468793
The Mask of Zorro,1998,Action|Adventure|Comedy|Romance|Thriller|Western,93771072
Due Date,2010,Comedy|Drama,100448498
Unbroken,2014,Biography|Drama|Sport|War,115603980
Space Cowboys,2000,Action|Adventure|Thriller,90454043
Cliffhanger,1993,Action|Adventure|Thriller,84049211
Broken Arrow,1996,Action|Crime|Thriller,70450000
The Kid,2000,Comedy|Family|Fantasy,69688384
World Trade Center,2006,Drama|History|Thriller,70236496
Mona Lisa Smile,2003,Drama,63695760
The Dictator,2012,Comedy|Romance,59617068
Eyes Wide Shut,1999,Drama|Mystery|Thriller,55637680
Annie,2014,Comedy|Drama|Family|Musical,85911262
Focus,2015,Comedy|Crime|Drama|Romance,53846915
This Means War,2012,Action|Comedy|Romance,54758461
Blade: Trinity,2004,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,52397389
Primary Colors,1998,Comedy|Drama,38966057
Resident Evil: Retribution,2012,Action|Horror|Sci-Fi|Thriller,42345531
Death Race,2008,Action|Sci-Fi|Thriller,36064910
The Long Kiss Goodnight,1996,Action|Crime|Drama|Mystery|Thriller,33328051
Proof of Life,2000,Action|Drama|Thriller,32598931
Zathura: A Space Adventure,2005,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,28045540
Fight Club,1999,Drama,37023395
We Are Marshall,2006,Drama|Sport,43532294
Hudson Hawk,1991,Action|Adventure|Comedy,17218080
Lucky Numbers,2000,Comedy|Crime,10014234
"I, Frankenstein",2014,Action|Fantasy|Sci-Fi|Thriller,19059018
Oliver Twist,2005,Crime|Drama,1987287
Elektra,2005,Action|Crime|Fantasy|Thriller,24407944
Sin City: A Dame to Kill For,2014,Action|Crime|Thriller,13750556
Random Hearts,1999,Drama|Mystery|Romance,31054924
Everest,2015,Adventure|Biography|Drama|History|Sport|Thriller,43247140
Perfume: The Story of a Murderer,2006,Crime|Drama|Fantasy,2208939
Austin Powers in Goldmember,2002,Action|Comedy|Crime,213079163
Astro Boy,2009,Action|Animation|Comedy|Family|Sci-Fi,19548064
Jurassic Park,1993,Adventure|Sci-Fi|Thriller,356784000
Wyatt Earp,1994,Adventure|Biography|Crime|Drama|Western,25052000
Clear and Present Danger,1994,Action|Crime|Drama|Thriller,122012710
Dragon Blade,2015,Action|Adventure|Drama|History,72413
Littleman,2006,Comedy|Crime,58255287
U-571,2000,Action|War,77086030
The American President,1995,Comedy|Drama|Romance,65000000
The Love Guru,2008,Comedy|Romance|Sport,32178777
3000 Miles to Graceland,2001,Action|Comedy|Crime|Thriller,15738632
The Hateful Eight,2015,Crime|Drama|Mystery|Thriller|Western,54116191
Blades of Glory,2007,Comedy|Sport,118153533
Hop,2011,Adventure|Animation|Comedy|Family|Fantasy,108012170
300,2006,Action|Drama|Fantasy|War,210592590
Meet the Fockers,2004,Comedy|Romance,279167575
Marley & Me,2008,Comedy|Drama|Family,143151473
The Green Mile,1999,Crime|Drama|Fantasy|Mystery,136801374
Chicken Little,2005,Adventure|Animation|Comedy|Family|Sci-Fi,135381507
Gone Girl,2014,Crime|Drama|Mystery|Thriller,167735396
The Bourne Identity,2002,Action|Mystery|Thriller,121468960
GoldenEye,1995,Action|Adventure|Thriller,106635996
The General's Daughter,1999,Drama|Mystery|Thriller,102678089
The Truman Show,1998,Comedy|Drama|Sci-Fi,125603360
The Prince of Egypt,1998,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,101217900
Daddy Day Care,2003,Comedy|Family,104148781
2 Guns,2013,Action|Comedy|Crime|Drama|Thriller,75573300
Cats & Dogs,2001,Action|Comedy|Family|Fantasy,93375151
The Italian Job,2003,Action|Crime|Thriller,106126012
Two Weeks Notice,2002,Comedy|Romance,93307796
Antz,1998,Adventure|Animation|Comedy|Family,90646554
Couples Retreat,2009,Comedy,109176215
Days of Thunder,1990,Action|Drama|Sport,82670733
Cheaper by the Dozen 2,2005,Adventure|Comedy|Family,82569532
The Scorch Trials,2015,Action|Sci-Fi|Thriller,81687587
Eat Pray Love,2010,Drama|Romance,80574010
The Family Man,2000,Comedy|Drama|Fantasy|Romance,75764085
RED,2010,Action|Comedy|Crime|Thriller,90356857
Any Given Sunday,1999,Drama|Sport,75530832
The Horse Whisperer,1998,Drama|Romance|Western,75370763
Collateral,2004,Crime|Drama|Thriller,100003492
The Scorpion King,2002,Action|Adventure|Fantasy|Thriller,90341670
Ladder 49,2004,Action|Drama|Thriller,74540762
Jack Reacher,2012,Action|Crime|Mystery|Thriller,80033643
Deep Blue Sea,1999,Action|Sci-Fi|Thriller,73648142
This Is It,2009,Documentary|Music,71844424
Contagion,2011,Drama|Thriller,75638743
Kangaroo Jack,2003,Action|Adventure|Comedy|Crime,66734992
Coraline,2009,Animation|Family|Fantasy,75280058
The Happening,2008,Sci-Fi|Thriller,64505912
Man on Fire,2004,Action|Crime|Drama|Thriller,77862546
The Shaggy Dog,2006,Comedy|Family|Fantasy,61112916
Starsky & Hutch,2004,Comedy|Crime,88200225
Jingle All the Way,1996,Comedy|Family,60573641
Hellboy,2004,Action|Fantasy|Horror|Sci-Fi,59035104
A Civil Action,1998,Drama,56702901
ParaNorman,2012,Adventure|Animation|Comedy|Family|Fantasy,55994557
The Jackal,1997,Action|Adventure|Crime|Thriller,54910560
Paycheck,2003,Action|Mystery|Sci-Fi|Thriller,53789313
Up Close & Personal,1996,Drama|Romance,51045801
The Tale of Despereaux,2008,Adventure|Animation|Comedy|Family|Fantasy,50818750
The Tuxedo,2002,Action|Comedy|Sci-Fi,50189179
Under Siege 2: Dark Territory,1995,Action|Thriller,50024083
Jack Ryan: Shadow Recruit,2014,Action|Drama|Thriller,50549107
Joy,2015,Biography|Comedy|Drama,56443482
London Has Fallen,2016,Action|Crime|Drama|Thriller,62401264
Alien: Resurrection,1997,Action|Horror|Sci-Fi,47748610
Shooter,2007,Action|Crime|Drama|Mystery|Thriller,46975183
The Boxtrolls,2014,Adventure|Animation|Comedy|Family|Fantasy,50807639
Practical Magic,1998,Comedy|Drama|Fantasy|Romance,46611204
The Lego Movie,2014,Action|Adventure|Animation|Comedy|Family|Fantasy,257756197
Miss Congeniality 2: Armed and Fabulous,2005,Action|Comedy|Crime,48472213
Reign of Fire,2002,Action|Adventure|Fantasy|Sci-Fi|Thriller,43060566
Gangster Squad,2013,Action|Crime|Drama|Thriller,45996718
Year One,2009,Adventure|Comedy,43337279
Invictus,2009,Biography|Drama|History|Sport,37479778
Duplicity,2009,Comedy|Crime|Romance|Thriller,40559930
My Favorite Martian,1999,Comedy|Family|Sci-Fi,36830057
The Sentinel,2006,Action|Crime|Thriller,36279230
Planet 51,2009,Adventure|Animation|Comedy|Family|Sci-Fi,42194060
Star Trek: Nemesis,2002,Action|Adventure|Sci-Fi|Thriller,43119879
Intolerable Cruelty,2003,Comedy|Crime|Romance,35096190
Edge of Darkness,2010,Crime|Drama|Mystery|Thriller,43290977
The Relic,1997,Horror|Mystery|Sci-Fi|Thriller,33927476
Analyze That,2002,Comedy|Crime,32122249
Righteous Kill,2008,Action|Crime|Drama|Mystery|Thriller,40076438
Mercury Rising,1998,Action|Crime|Drama|Thriller,32940507
The Soloist,2009,Biography|Drama|Music,31670931
The Legend of Bagger Vance,2000,Drama|Fantasy|Sport,30695227
Almost Famous,2000,Adventure|Comedy|Drama|Music,32522352
xXx: State of the Union,2005,Action|Adventure|Crime|Thriller,26082914
Priest,2011,Action|Fantasy|Horror|Sci-Fi|Thriller,29136626
Sinbad: Legend of the Seven Seas,2003,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,26288320
