movie_title,title_year,genre,gross
My Week with Marilyn,2011,Drama,14597405
The Matador,2005,Thriller,12570442
Love Jones,1997,Drama,12514138
The Gift,2015,Mystery,43771291
End of the Spear,2005,Adventure,11703287
Get Over It,2001,Comedy,11560259
Office Space,1999,Comedy,10824921
Drop Dead Gorgeous,1999,Thriller,10561238
Big Eyes,2014,Biography,14479776
Very Bad Things,1998,Comedy,9801782
Sleepover,2004,Romance,8070311
MacGruber,2010,Action,8460995
Dirty Pretty Things,2002,Thriller,8111360
Movie 43,2013,Comedy,8828771
The Tourist,2010,Romance,67631157
Over Her Dead Body,2008,Romance,7563670
Seeking a Friend for the End of the World,2012,Adventure,6619173
American History X,1998,Drama,6712241
The Collection,2012,Thriller,6842058
Teacher's Pet,2004,Comedy,6491350
The Red Violin,1998,Romance,9473382
The Straight Story,1999,Drama,6197866
Deuces Wild,2002,Drama,6044618
Bad Words,2013,Comedy,7764027
Black or White,2014,Drama,21569041
On the Line,2001,Romance,4356743
Rescue Dawn,2006,Drama,5484375
"Jeff, Who Lives at Home",2011,Comedy,4244155
I Am Love,2009,Romance,5004648
Atlas Shrugged II: The Strike,2012,Drama,3333823
Romeo Is Bleeding,1993,Crime,3275585
The Limey,1999,Thriller,3193102
Crash,2004,Thriller,54557348
The House of Mirth,2000,Romance,3041803
Malone,1987,Thriller,3060858
Peaceful Warrior,2006,Drama,1055654
Bucky Larson: Born to Be a Star,2011,Comedy,2331318
Bamboozled,2000,Music,2185266
The Forest,2016,Thriller,26583369
Sphinx,1981,Adventure,800000
While We're Young,2014,Drama,7574066
A Better Life,2011,Drama,1754319
Spider,2002,Drama,1641788
Gun Shy,2000,Comedy,1631839
Nicholas Nickleby,2002,Drama,1309849
The Iceman,2012,Drama,1939441
Cecil B. DeMented,2000,Thriller,1276984
Killer Joe,2011,Romance,1987762
The Joneses,2009,Drama,1474508
Owning Mahowny,2003,Drama,1011054
The Brothers Solomon,2007,Comedy,900926
My Blueberry Nights,2007,Drama,866778
Swept Away,2002,Romance,598645
"War, Inc.",2008,Action,578527
Shaolin Soccer,2001,Action,488872
The Brown Bunny,2003,Drama,365734
Rosewater,2014,Biography,3093491
Imaginary Heroes,2004,Drama,228524
High Heels and Low Lifes,2001,Comedy,226792
Severance,2006,Thriller,136432
Edmond,2005,Drama,131617
Police Academy: Mission to Moscow,1994,Crime,126247
An Alan Smithee Film: Burn Hollywood Burn,1997,Comedy,15447
The Open Road,2009,Comedy,19348
The Good Guy,2009,Romance,100503
Motherhood,2009,Drama,92900
Blonde Ambition,2007,Comedy,5561
The Oxford Murders,2008,Thriller,3607
Eulogy,2004,Comedy,70527
"The Good, the Bad, the Weird",2008,Action,128486
The Lost City,2005,Drama,2483955
Next Friday,2000,Comedy,57176582
You Only Live Twice,1967,Adventure,43100000
Amour,2012,Drama,225377
Poltergeist III,1988,Horror,14114488
"It's a Mad, Mad, Mad, Mad World",1963,Comedy,46300000
Richard III,1995,War,2600000
Melancholia,2011,Drama,3029870
Jab Tak Hai Jaan,2012,Drama,3047539
Alien,1979,Sci-Fi,78900000
The Texas Chain Saw Massacre,1974,Horror,30859000
The Runaways,2010,Music,3571735
Fiddler on the Roof,1971,Romance,50000000
Thunderball,1965,Adventure,63600000
Set It Off,1996,Action,36049108
The Best Man,1999,Drama,34074895
Child's Play,1988,Horror,33244684
Sicko,2007,Drama,24530513
The Purge: Anarchy,2014,Horror,71519230
Down to You,2000,Romance,20035310
Harold & Kumar Go to White Castle,2004,Adventure,18225165
The Contender,2000,Drama,17804273
Boiler Room,2000,Thriller,16938179
Black Christmas,2006,Horror,16235293
Henry V,1989,War,10161099
The Way of the Gun,2000,Action,6047856
Igby Goes Down,2002,Drama,4681503
PCU,1994,Comedy,4350774
Gracie,2007,Drama,2955039
Trust the Man,2005,Romance,1530535
Hamlet 2,2008,Comedy,4881867
Glee: The 3D Concert Movie,2011,Music,11860839
The Legend of Suriyothai,2001,Adventure,454255
Two Evil Eyes,1990,Horror,349618
All or Nothing,2002,Drama,112935
Princess Kaiulani,2009,Drama,883887
Opal Dream,2006,Drama,13751
Flame and Citron,2008,Drama,145109
Undiscovered,2005,Comedy,1046166
Crocodile Dundee,1986,Comedy,174635000
Awake,2007,Crime,14373825
Skin Trade,2014,Action,162
Crazy Heart,2009,Drama,39462438
The Rose,1979,Romance,29200000
Baggage Claim,2013,Comedy,21564616
Election,1999,Drama,14879556
The DUFF,2015,Comedy,34017854
Glitter,2001,Drama,4273372
Bright Star,2009,Drama,4440055
My Name Is Khan,2010,Drama,4018695
Footloose,1984,Romance,80000000
Limbo,1999,Adventure,1997807
The Karate Kid,1984,Drama,90800000
Repo! The Genetic Opera,2008,Musical,140244
Pulp Fiction,1994,Drama,107930000
Nightcrawler,2014,Thriller,32279955
Club Dread,2004,Thriller,4992159
The Sound of Music,1965,Family,163214286
Splash,1984,Fantasy,69800000
Little Miss Sunshine,2006,Comedy,59889948
Stand by Me,1986,Adventure,52287414
28 Days Later...,2002,Drama,45063889
You Got Served,2004,Drama,40066497
Escape from Alcatraz,1979,Biography,36500000
Brown Sugar,2002,Comedy,27362712
A Thin Line Between Love and Hate,1996,Comedy,34746109
50/50,2011,Romance,34963967
Shutter,2008,Horror,25926543
That Awkward Moment,2014,Romance,26049082
Much Ado About Nothing,1993,Drama,22551000
On Her Majesty's Secret Service,1969,Adventure,22800000
New Nightmare,1994,Fantasy,18090181
Drive Me Crazy,1999,Comedy,17843379
Half Baked,1998,Crime,17278980
New in Town,2009,Comedy,16699684
Syriana,2005,Thriller,50815288
American Psycho,2000,Crime,15047419
The Good Girl,2002,Romance,14015786
The Boondock Saints II: All Saints Day,2009,Crime,10269307
Enough Said,2013,Comedy,17536788
Easy A,2010,Romance,58401464
Shadow of the Vampire,2000,Horror,8279017
Prom,2011,Drama,10106233
Held Up,1999,Comedy,4692814
Woman on Top,2000,Comedy,5018450
Anomalisa,2015,Animation,3442820
Another Year,2010,Comedy,3205244
8 Women,2002,Romance,3076425
Showdown in Little Tokyo,1991,Thriller,2275557
Clay Pigeons,1998,Crime,1789892
It's Kind of a Funny Story,2010,Comedy,6350058
Made in Dagenham,2010,History,1094798
When Did You Last See Your Father?,2007,Biography,1071240
Prefontaine,1997,Biography,532190
The Secret of Kells,2009,Animation,686383
Begin Again,2013,Drama,16168741
Down in the Valley,2005,Drama,568695
Brooklyn Rules,2007,Crime,398420
The Singing Detective,2003,Comedy,336456
Fido,2006,Horror,298110
The Wendell Baker Story,2005,Comedy,127144
Wild Target,2010,Crime,117190
Pathology,2008,Horror,108662
10th & Wolf,2006,Thriller,53481
Dear Wendy,2004,Romance,23106
Akira,1988,Sci-Fi,439162
Imagine Me & You,2005,Comedy,671240
The Blood of Heroes,1989,Sci-Fi,882290
Driving Miss Daisy,1989,Drama,106593296
Soul Food,1997,Comedy,43490057
Rumble in the Bronx,1995,Action,32333860
Thank You for Smoking,2005,Comedy,24792061
Hostel: Part II,2007,Horror,17544812
An Education,2009,Drama,12574715
The Hotel New Hampshire,1984,Drama,5100000
Narc,2002,Mystery,10460089
Men with Brooms,2002,Romance,4239767
Witless Protection,2008,Crime,4131640
Extract,2009,Crime,10814185
Code 46,2003,Thriller,197148
Crash,2004,Thriller,54557348
Albert Nobbs,2011,Drama,3014541
Persepolis,2007,War,4443403
The Neon Demon,2016,Thriller,1330827
Harry Brown,2009,Action,1818681
Spider-Man 3,2007,Romance,336530303
The Omega Code,1999,Action,12610552
Juno,2007,Drama,143492840
Diamonds Are Forever,1971,Adventure,43800000
The Godfather,1972,Drama,134821952
Flashdance,1983,Music,94900000
500 Days of Summer,2009,Comedy,32391374
The Piano,1993,Drama,40158000
Magic Mike,2012,Comedy,113709992
Darkness Falls,2003,Thriller,32131483
Live and Let Die,1973,Action,35400000
My Dog Skip,2000,Family,34099640
Jumping the Broom,2011,Drama,37295394
The Great Gatsby,2013,Drama,144812796
"Good Night, and Good Luck.",2005,Drama,31501218
Capote,2005,Biography,28747570
Desperado,1995,Thriller,25625110
The Claim,2000,Western,403932
Logan's Run,1976,Sci-Fi,25000000
The Man with the Golden Gun,1974,Adventure,21000000
Action Jackson,1988,Comedy,20257000
The Descent,2005,Horror,26005908
Devil's Due,2014,Horror,15818967
Flirting with Disaster,1996,Comedy,14891000
The Devil's Rejects,2005,Crime,16901126
Dope,2015,Drama,17474107
In Too Deep,1999,Drama,14003141
Skyfall,2012,Thriller,304360277
House of 1000 Corpses,2003,Horror,12583510
A Serious Man,2009,Comedy,9190525
Get Low,2009,Mystery,9176553
Warlock,1989,Horror,9094451
A Single Man,2009,Drama,9166863
The Last Temptation of Christ,1988,Drama,8373585
Outside Providence,1999,Romance,7292175
Bride & Prejudice,2004,Musical,6601079
Rabbit-Proof Fence,2002,Biography,6165429
Who's Your Caddy?,2007,Comedy,5694308
Split Second,1992,Crime,5430822
The Other Side of Heaven,2001,Drama,4720371
Redbelt,2008,Sport,2344847
Cyrus,2010,Drama,7455447
A Dog of Flanders,1999,Family,2148212
Auto Focus,2002,Drama,2062066
Factory Girl,2006,Drama,1654367
We Need to Talk About Kevin,2011,Drama,1738692
The Mighty Macs,2009,Sport,1889522
Mother and Child,2009,Drama,1110286
March or Die,1977,Drama,1000000
Les visiteurs,1993,Comedy,700000
Somewhere,2010,Drama,1768416
Chairman of the Board,1998,Comedy,306715
Hesher,2010,Drama,382946
The Heart of Me,2002,Romance,196067
Freeheld,2015,Biography,532988
The Extra Man,2010,Comedy,453079
Ca$h,2010,Crime,46451
Wah-Wah,2005,Drama,233103
Pale Rider,1985,Western,41400000
Dazed and Confused,1993,Comedy,7993039
The Chumscrubber,2005,Comedy,49526
Shade,2003,Thriller,10696
House at the End of the Street,2012,Horror,31607598
Incendies,2010,Drama,6857096
"Remember Me, My Love",2003,Romance,223878
Elite Squad,2007,Crime,8060
Annabelle,2014,Horror,84263837
Bran Nue Dae,2009,Musical,110029
Boyz n the Hood,1991,Drama,57504069
La Bamba,1987,Music,54215416
Dressed to Kill,1980,Romance,31899000
The Adventures of Huck Finn,1993,Family,24103594
Go,1999,Comedy,16842303
Friends with Money,2006,Comedy,13367101
Bats,1999,Thriller,10149779
Nowhere in Africa,2001,Biography,6173485
Layer Cake,2004,Drama,2338695
The Work and the Glory II: American Zion,2005,Drama,2024854
The East,2013,Drama,2268296
A Home at the End of the World,2004,Romance,1029017
The Messenger,2009,Drama,66637
Control,2007,Biography,871577
The Terminator,1984,Sci-Fi,38400000
Good Bye Lenin!,2003,Drama,4063859
The Damned United,2009,Drama,449558
Mallrats,1995,Romance,2122561
Grease,1978,Romance,181360000
Platoon,1986,War,137963328
Fahrenheit 9/11,2004,Drama,119078393
Butch Cassidy and the Sundance Kid,1969,Biography,102308900
Mary Poppins,1964,Comedy,102300000
Ordinary People,1980,Drama,54800000
Around the World in 80 Days,2004,Comedy,24004159
West Side Story,1961,Romance,43650000
Caddyshack,1980,Comedy,39800000
The Brothers,2001,Drama,27457409
The Wood,1999,Romance,25047631
The Usual Suspects,1995,Crime,23272306
A Nightmare on Elm Street 5: The Dream Child,1989,Thriller,22168359
Van Wilder: Party Liaison,2002,Romance,21005329
The Wrestler,2008,Drama,26236603
Duel in the Sun,1946,Western,20400000
Best in Show,2000,Comedy,18621249
Escape from New York,1981,Sci-Fi,25244700
School Daze,1988,Comedy,14545844
Daddy Day Camp,2007,Comedy,13235267
Mystic Pizza,1988,Drama,12793213
Sliding Doors,1998,Drama,11883495
Tales from the Hood,1995,Horror,11797927
The Last King of Scotland,2006,Biography,17605861
Halloween 5,1989,Thriller,11642254
Bernie,2011,Crime,9203192
Pollock,2000,Biography,8596914
200 Cigarettes,1999,Drama,6851636
The Words,2012,Mystery,11434867
Casa de mi Padre,2012,Western,5895238
City Island,2009,Drama,6670712
The Guard,2011,Comedy,5359774
College,2008,Comedy,4693919
The Virgin Suicides,1999,Drama,4859475
Miss March,2009,Romance,4542775
Wish I Was Here,2014,Drama,3588432
Simply Irresistible,1999,Romance,4394936
Hedwig and the Angry Inch,2001,Music,3029081
Only the Strong,1993,Action,3273588
Shattered Glass,2003,Drama,2207975
Novocaine,2001,Comedy,2025238
The Wackness,2008,Romance,2077046
Beastmaster 2: Through the Portal of Time,1991,Fantasy,869325
The 5th Quarter,2010,Sport,399611
The Greatest,2009,Romance,115862
Come Early Morning,2006,Romance,117560
Lucky Break,2001,Romance,54606
"Surfer, Dude",2008,Comedy,36497
Deadfall,2012,Crime,65804
L'auberge espagnole,2002,Comedy,3895664
Murder by Numbers,2002,Crime,31874869
Winter in Wartime,2008,Drama,542860
The Protector,2005,Drama,11905519
Bend It Like Beckham,2002,Sport,32541719
Sunshine State,2002,Drama,3064356
Crossover,2006,Action,7009668
[Rec] 2,2009,Horror,27024
The Sting,1973,Drama,159600000
Chariots of Fire,1981,Drama,58800000
Diary of a Mad Black Woman,2005,Comedy,50382128
Shine,1996,Romance,35811509
Don Jon,2013,Romance,24475193
Ghost World,2001,Comedy,6200756
Iris,2001,Romance,1292119
The Chorus,2004,Drama,3629758
Mambo Italiano,2003,Comedy,6239558
Wonderland,2003,Thriller,1056102
Do the Right Thing,1989,Drama,27545445
Harvard Man,2001,Thriller,56007
Le Havre,2011,Comedy,611709
R100,2013,Drama,22770
Salvation Boulevard,2011,Action,27445
The Ten,2007,Romance,766487
Headhunters,2011,Drama,1196752
Saint Ralph,2004,Sport,795126
Insidious: Chapter 2,2013,Horror,83574831
Saw II,2005,Mystery,87025093
10 Cloverfield Lane,2016,Thriller,71897215
Jackass: The Movie,2002,Comedy,64267897
Lights Out,2016,Horror,56536016
Paranormal Activity 3,2011,Horror,104007828
Ouija,2014,Fantasy,50820940
A Nightmare on Elm Street 3: Dream Warriors,1987,Action,44793200
The Gift,2015,Mystery,43771291
Instructions Not Included,2013,Drama,44456509
Paranormal Activity 4,2012,Horror,53884821
The Robe,1953,History,36000000
Freddy's Dead: The Final Nightmare,1991,Thriller,34872293
Monster,2003,Crime,34468224
Paranormal Activity: The Marked Ones,2014,Thriller,32453345
Dallas Buyers Club,2013,Drama,27296514
The Lazarus Effect,2015,Sci-Fi,25799043
Memento,2000,Mystery,25530884
Oculus,2013,Horror,27689474
Clerks II,2006,Comedy,24138847
Billy Elliot,2000,Drama,21994911
The Way Way Back,2013,Drama,21501098
House Party 2,1991,Romance,19281235
Doug's 1st Movie,1999,Comedy,19421271
The Apostle,1997,Drama,20733485
Our Idiot Brother,2011,Comedy,24809547
The Players Club,1998,Drama,23031390
O,2001,Thriller,16017403
"As Above, So Below",2014,Horror,21197315
Addicted,2014,Drama,17382982
Eve's Bayou,1997,Drama,14821531
Still Alice,2014,Drama,18656400
Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror,14343976
My Big Fat Greek Wedding,2002,Romance,241437427
Spring Breakers,2012,Drama,14123773
Halloween: The Curse of Michael Myers,1995,Thriller,15126948
Y Tu Mamá También,2001,Adventure,13622333
Shaun of the Dead,2004,Horror,13464388
The Haunting of Molly Hartley,2008,Drama,13350177
Lone Star,1996,Mystery,13269963
Halloween 4: The Return of Michael Myers,1988,Horror,17768000
April Fool's Day,1986,Horror,12947763
Diner,1982,Comedy,14100000
Lone Wolf McQuade,1983,Action,12200000
Apollo 18,2011,Horror,17683670
Sunshine Cleaning,2008,Comedy,12055108
No Escape,2015,Action,27285953
Not Easily Broken,2009,Drama,10572742
Digimon: The Movie,2000,Sci-Fi,9628751
Saved!,2004,Drama,8786715
The Barbarian Invasions,2003,Romance,3432342
The Forsaken,2001,Thriller,6755271
UHF,1989,Drama,6157157
Slums of Beverly Hills,1998,Drama,5480318
Made,2001,Crime,5308707
Moon,2009,Mystery,5009677
The Sweet Hereafter,1997,Drama,4306697
Of Gods and Men,2010,Drama,3950029
Bottle Shock,2008,Drama,4040588
Heavenly Creatures,1994,Drama,3049135
90 Minutes in Heaven,2015,Drama,4700361
Everything Must Go,2010,Comedy,2711210
Zero Effect,1998,Comedy,1980338
The Machinist,2004,Thriller,1082044
Light Sleeper,1992,Drama,1100000
Kill the Messenger,2014,Drama,2445646
Rabbit Hole,2010,Drama,2221809
Party Monster,2003,Thriller,296665
Green Room,2015,Thriller,3219029
Bottle Rocket,1996,Drama,1040879
Albino Alligator,1996,Thriller,326308
"Lovely, Still",2008,Drama,124720
Desert Blue,1998,Drama,99147
Redacted,2007,Crime,65087
Fascination,2004,Thriller,16066
I Served the King of England,2006,Comedy,617228
Sling Blade,1996,Drama,24475416
Hostel,2005,Horror,47277326
Tristram Shandy: A Cock and Bull Story,2005,Drama,1247453
Take Shelter,2011,Thriller,1729969
Lady in White,1988,Mystery,1705139
The Texas Chainsaw Massacre 2,1986,Horror,8025872
Only God Forgives,2013,Drama,778565
The Names of Love,2010,Comedy,513836
Savage Grace,2007,Drama,434417
Police Academy,1984,Comedy,81200000
Four Weddings and a Funeral,1994,Romance,52700832
25th Hour,2002,Drama,13060843
Bound,1996,Thriller,3798532
Requiem for a Dream,2000,Drama,3609278
Tango,1998,Musical,1687311
Donnie Darko,2001,Thriller,727883
Character,1997,Mystery,713413
Spun,2002,Drama,410241
Lady Vengeance,2005,Crime,211667
Mean Machine,2001,Drama,92191
Exiled,2006,Action,49413
After.Life,2009,Horror,108229
One Flew Over the Cuckoo's Nest,1975,Drama,112000000
The Sweeney,2012,Action,26345
Whale Rider,2002,Drama,20772796
Pan,2015,Adventure,34964818
Night Watch,2004,Fantasy,1487477
The Crying Game,1992,Thriller,62549000
Porky's,1981,Comedy,105500000
Survival of the Dead,2009,Horror,101055
Lost in Translation,2003,Drama,44566004
Annie Hall,1977,Romance,39200000
The Greatest Show on Earth,1952,Romance,36000000
Exodus: Gods and Kings,2014,Adventure,65007045
Monster's Ball,2001,Romance,31252964
Maggie,2015,Drama,131175
Leaving Las Vegas,1995,Drama,31968347
The Boy Next Door,2015,Thriller,35385560
The Kids Are All Right,2010,Comedy,20803237
They Live,1988,Thriller,13008928
The Last Exorcism Part II,2013,Horror,15152879
Boyhood,2014,Drama,25359200
Scoop,2006,Comedy,10515579
Planet of the Apes,2001,Adventure,180011740
The Wash,2001,Comedy,10097096
3 Strikes,2000,Comedy,9821335
The Cooler,2003,Romance,8243880
The Night Listener,2006,Mystery,7825820
My Soul to Take,2010,Mystery,14637490
The Orphanage,2007,Thriller,7159147
A Haunted House 2,2014,Comedy,17314483
The Rules of Attraction,2002,Comedy,6525762
Four Rooms,1995,Comedy,4301331
Secretary,2002,Comedy,4046737
The Real Cancun,2003,Documentary,3713002
Talk Radio,1988,Drama,3468572
Waiting for Guffman,1996,Comedy,2892582
Love Stinks,1999,Comedy,2800000
You Kill Me,2007,Crime,2426851
Thumbsucker,2005,Comedy,1325073
Mirrormask,2005,Adventure,864959
Samsara,2011,Music,2601847
The Barbarians,1987,Adventure,800000
Poolhall Junkies,2002,Drama,562059
The Loss of Sexual Innocence,1999,Drama,399793
Joe,2013,Drama,371897
Shooting Fish,1997,Crime,302204
Prison,1987,Crime,354704
Psycho Beach Party,2000,Mystery,265107
The Big Tease,1999,Comedy,185577
Trust,2010,Crime,58214
An Everlasting Piece,2000,Comedy,75078
Adore,2013,Drama,317125
Mondays in the Sun,2002,Drama,146402
Stake Land,2010,Sci-Fi,18469
The Last Time I Committed Suicide,1997,Drama,12836
Futuro Beach,2014,Drama,20262
Gone with the Wind,1939,War,198655278
Desert Dancer,2014,Drama,143653
Major Dundee,1965,Adventure,14873
Annie Get Your Gun,1950,Romance,8000000
Defendor,2009,Drama,37606
The Pirate,1948,Musical,2956000
The Good Heart,2009,Drama,19959
The History Boys,2006,Comedy,2706659
Unknown,2011,Action,61094903
The Full Monty,1997,Music,45857453
Airplane!,1980,Comedy,83400000
Friday,1995,Drama,27900000
Menace II Society,1993,Drama,27900000
Creepshow 2,1987,Horror,14000000
The Witch,2015,Mystery,25138292
I Got the Hook Up,1998,Comedy,10305534
She's the One,1996,Romance,9449219
Gods and Monsters,1998,Biography,6390032
The Secret in Their Eyes,2009,Mystery,20167424
Evil Dead II,1987,Horror,5923044
Pootie Tang,2001,Musical,3293258
La otra conquista,1998,History,886410
Trollhunter,2010,Horror,252652
Ira & Abby,2006,Romance,220234
The Watch,2012,Sci-Fi,34350553
Winter Passing,2005,Comedy,101228
D.E.B.S.,2004,Romance,96793
March of the Penguins,2005,Documentary,77413017
Margin Call,2011,Biography,5354039
Choke,2008,Drama,2926565
Whiplash,2014,Drama,13092000
City of God,2002,Drama,7563397
Human Traffic,1999,Music,104257
The Hunt,2012,Drama,610968
Bella,2006,Romance,8108247
Maria Full of Grace,2004,Drama,6517198
Beginners,2010,Drama,5776314
Animal House,1978,Comedy,141600000
Goldfinger,1964,Thriller,51100000
Trainspotting,1996,Drama,16501785
The Original Kings of Comedy,2000,Documentary,38168022
Paranormal Activity 2,2010,Horror,84749884
Waking Ned Devine,1998,Comedy,24788807
Bowling for Columbine,2002,Drama,21244913
A Nightmare on Elm Street 2: Freddy's Revenge,1985,Fantasy,30000000
A Room with a View,1985,Romance,20966644
The Purge,2013,Horror,64423650
Sinister,2012,Horror,48056940
Martin Lawrence Live: Runteldat,2002,Comedy,19184015
Air Bud,1997,Comedy,24629916
Jason Lives: Friday the 13th Part VI,1986,Horror,19472057
The Bridge on the River Kwai,1957,War,27200000
Spaced Invaders,1990,Adventure,15369573
Jason Goes to Hell: The Final Friday,1993,Fantasy,15935068
Dave Chappelle's Block Party,2005,Documentary,11694528
Next Day Air,2009,Comedy,10017041
Phat Girlz,2006,Comedy,7059537
Before Midnight,2013,Romance,8114507
Teen Wolf Too,1987,Fantasy,7888703
Phantasm II,1988,Sci-Fi,7282851
Real Women Have Curves,2002,Comedy,5844929
East Is East,1999,Drama,4170647
Whipped,2000,Comedy,4142507
Kama Sutra: A Tale of Love,1996,Crime,4109095
Warlock: The Armageddon,1993,Fantasy,3902679
8 Heads in a Duffel Bag,1997,Crime,3559990
Thirteen Conversations About One Thing,2001,Drama,3287435
Jawbreaker,1999,Thriller,3071947
Basquiat,1996,Biography,2961991
Tsotsi,2005,Drama,2912363
DysFunktional Family,2003,Comedy,2223990
Tusk,2014,Horror,1821983
Oldboy,2003,Thriller,2181290
Letters to God,2010,Family,2848578
Hobo with a Shotgun,2011,Action,703002
Bachelorette,2012,Romance,418268
Tim and Eric's Billion Dollar Movie,2012,Comedy,200803
The Gambler,2014,Thriller,33631221
Summer Storm,2004,Sport,95016
Chain Letter,2009,Horror,143000
Just Looking,1999,Drama,39852
The Divide,2011,Thriller,22000
Alice in Wonderland,2010,Fantasy,334185206
Cinderella,2015,Fantasy,201148159
Central Station,1998,Drama,5595428
Boynton Beach Club,2005,Romance,3123749
High Tension,2003,Horror,3645438
Hustle & Flow,2005,Crime,22201636
Some Like It Hot,1959,Romance,25000000
Friday the 13th Part VII: The New Blood,1988,Horror,19170001
The Wizard of Oz,1939,Fantasy,22202612
Young Frankenstein,1974,Comedy,86300000
Diary of the Dead,2007,Horror,952620
Ulee's Gold,1997,Drama,9054736
Blazing Saddles,1974,Western,119500000
Friday the 13th: The Final Chapter,1984,Thriller,32600000
Maurice,1987,Romance,3130592
The Astronaut's Wife,1999,Thriller,10654581
Timecrimes,2007,Sci-Fi,38108
A Haunted House,2013,Fantasy,40041683
2016: Obama's America,2012,Documentary,33349949
Halloween II,2009,Horror,33386128
That Thing You Do!,1996,Comedy,25809813
Halloween III: Season of the Witch,1982,Mystery,14400000
Kevin Hart: Let Me Explain,2013,Comedy,32230907
My Own Private Idaho,1991,Drama,6401336
Garden State,2004,Comedy,26781723
Before Sunrise,1995,Romance,5400000
Jesus' Son,1999,Drama,1282084
Robot & Frank,2012,Crime,3325638
My Life Without Me,2003,Romance,395592
The Spectacular Now,2013,Comedy,6851969
Religulous,2008,Comedy,12995673
Fuel,2008,Documentary,173783
Dodgeball: A True Underdog Story,2004,Sport,114324072
Eye of the Dolphin,2006,Family,71904
8: The Mormon Proposition,2010,Documentary,99851
The Other End of the Line,2008,Drama,115504
Anatomy,2000,Horror,5725
Sleep Dealer,2008,Thriller,75727
Super,2010,Drama,322157
Get on the Bus,1996,Drama,5731103
Thr3e,2006,Drama,978908
This Is England,2006,Crime,327919
Go for It!,2011,Musical,178739
Friday the 13th Part III,1982,Thriller,36200000
Friday the 13th: A New Beginning,1985,Thriller,21300000
The Last Sin Eater,2007,Drama,379643
The Best Years of Our Lives,1946,Drama,23650000
Elling,2001,Comedy,313436
From Russia with Love,1963,Thriller,24800000
The Toxic Avenger Part II,1989,Comedy,792966
It Follows,2014,Horror,14673301
Mad Max 2: The Road Warrior,1981,Action,9003011
The Legend of Drunken Master,1994,Comedy,11546543
Boys Don't Cry,1999,Crime,11533945
Silent House,2011,Drama,12555230
The Lives of Others,2006,Thriller,11284657
Courageous,2011,Drama,34522221
The Triplets of Belleville,2003,Animation,7002255
Smoke Signals,1998,Comedy,6719300
Before Sunset,2004,Drama,5792822
Amores Perros,2000,Thriller,5383834
Thirteen,2003,Drama,4599680
Winter's Bone,2010,Drama,6531491
Me and You and Everyone We Know,2005,Comedy,3885134
We Are Your Friends,2015,Drama,3590010
Harsh Times,2005,Thriller,3335839
Captive,2015,Thriller,2557668
Full Frontal,2002,Romance,2506446
Witchboard,1986,Thriller,7369373
Hamlet,1996,Drama,4414535
Shortbus,2006,Drama,1984378
Waltz with Bashir,2008,Documentary,2283276
"The Book of Mormon Movie, Volume 1: The Journey",2003,Adventure,1098224
The Diary of a Teenage Girl,2015,Drama,1477002
In the Shadow of the Moon,2007,History,1134049
The Virginity Hit,2010,Comedy,535249
House of D,2004,Comedy,371081
Six-String Samurai,1998,Drama,124494
Saint John of Las Vegas,2009,Drama,100669
Stonewall,2015,Drama,186354
London,2005,Drama,12667
Sherrybaby,2006,Drama,198407
Stealing Harvard,2002,Crime,13973532
Gangster's Paradise: Jerusalema,2008,Drama,4958
The Lady from Shanghai,1947,Crime,7927
The Ghastly Love of Johnny X,2012,Comedy,2436
River's Edge,1986,Drama,4600000
Northfork,2003,Drama,1420578
Buried,2010,Drama,1028658
One to Another,2006,Drama,18435
Carrie,2013,Fantasy,35266619
A Nightmare on Elm Street,1984,Horror,26505000
Man on Wire,2008,Crime,2957978
Brotherly Love,2015,Drama,444044
The Last Exorcism,2010,Horror,40990055
El crimen del padre Amaro,2002,Drama,5709616
Beasts of the Southern Wild,2012,Drama,12784397
Songcatcher,2000,Music,3050934
Run Lola Run,1998,Crime,7267324
May,2002,Horror,145540
In the Bedroom,2001,Drama,35918429
I Spit on Your Grave,2010,Horror,92401
"Happy, Texas",1999,Crime,1943649
My Summer of Love,2004,Drama,992238
The Lunchbox,2013,Drama,4231500
Yes,2004,Drama,396035
Caramel,2007,Romance,1060591
Mississippi Mermaid,1969,Drama,26893
I Love Your Work,2003,Mystery,2580
Dawn of the Dead,2004,Thriller,58885635
Waitress,2007,Drama,19067631
Bloodsport,1988,Drama,11806119
The Squid and the Whale,2005,Drama,7362100
Kissing Jessica Stein,2001,Comedy,7022940
Exotica,1994,Romance,5132222
Buffalo '66,1998,Comedy,2365931
Insidious,2010,Horror,53991137
Nine Queens,2000,Drama,1221261
The Ballad of Jack and Rose,2005,Drama,712294
The To Do List,2013,Comedy,3447339
Killing Zoe,1993,Thriller,418953
The Believer,2001,Drama,406035
Session 9,2001,Horror,373967
I Want Someone to Eat Cheese With,2006,Romance,194568
Modern Times,1936,Drama,163245
Stolen Summer,2002,Drama,119841
My Name Is Bruce,2007,Fantasy,173066
Pontypool,2008,Fantasy,3478
Trucker,2008,Drama,52166
The Lords of Salem,2012,Drama,1163508
Jack Reacher,2012,Crime,80033643
Snow White and the Seven Dwarfs,1937,Musical,184925485
The Holy Girl,2004,Drama,304124
Incident at Loch Ness,2004,Comedy,36830
